pl_name, points, dist(pa), ra(deg), dec(deg), magn, mas
GJ 832 b,0,4.9643500,323.3912616,-49.0125169,no data,745.3140894578345,
GJ 849 b,3,8.8005800,332.4229938,-4.6408317,no data,263.61898874846884,
GJ 849 c,3,8.8005800,332.4229938,-4.6408317,no data,562.4629285797073,
GJ 86 b,1.5438054805094559,10.7836000,32.6224785,-50.8209945,no data,10.20067509922475,
GJ 876 b,3,4.6751700,343.3239737,-14.2665958,no data,44.55816579931853,
GJ 876 c,3,4.6751700,343.3239737,-14.2665958,no data,27.718778140687938,
GJ 876 d,3,4.6751700,343.3239737,-14.2665958,no data,4.450533349589428,
GJ 876 e,3,4.6751700,343.3239737,-14.2665958,no data,71.50542119324004,
GJ 887 b,5.3910256410256405,3.2900000,346.4668274,-35.8530693,no data,20.66869300911854,
GJ 887 c,6,3.2900000,346.4668274,-35.8530693,no data,36.4741641337386,
GJ 896 A b,0,6.2602200,352.9700384,19.9370011,no data,102.17692029992556,
GJ 900 b,0,20.8065000,353.7526177,1.6055211,no data,576742.8447840818,
GJ 9066 c,2,4.4710000,30.0588307,13.0443172,no data,196.82397673898456,
GJ 9404 b,0,23.8839000,184.8472095,28.3827126,no data,3.9482664054028023,
GJ 96 b,2,11.9315000,35.5624031,47.8802075,no data,24.389221807819638,
GJ 9689 b,4.470198675496689,30.6203000,303.4677310,13.3888921,no data,3.719754541921536,
GJ 9714 b,0,20.5121000,315.4141767,-32.5250028,no data,600.5723451036217,
GJ 9827 b,6.737351696627924,29.6610000,351.7717763,-1.2853435,26.073804007356614,0.6372003641144938,
GJ 9827 c,6.940076277072101,29.6610000,351.7717763,-1.2853435,28.200900707681846,1.3317150466943124,
GJ 9827 d,8.148220747784487,29.6610000,351.7717763,-1.2853435,27.853540400357154,1.89811537035164,
GPX-1 b,1.5589944173953125,655.0130000,38.3691648,56.0257080,23.989500239840634,0.051602029272701445,
GQ Lup b,0.5328634361233481,151.1690000,237.3003643,-35.6515055,39.07461106001742,661.5112886901414,
GSC 06214-00210 b,1.9047619047619047,108.5000000,245.4776921,-20.7193398,no data,2949.308755760369,
GU Psc b,1.7554476199922036,47.5501000,18.1464850,17.0650029,50.00622941272841,42060.899977076806,
Gaia-1 b,2.5287887832288565,363.6600000,90.6436658,-0.5771099,25.69535779837658,0.11128526645768023,
Gaia-2 b,2.8986013986013983,209.2290000,110.7353308,67.2526565,23.882943897565248,0.22320041676823002,
Gaia22dkvL b,0,1270.0000000,151.7690000,-66.1808889,no data,1.1023622047244095,
Gl 378 b,2,14.9545000,150.5865513,48.0824515,no data,2.636998896653181,
Gl 49 b,2,9.8528000,15.6687321,62.3454386,no data,9.185206235790842,
Gl 686 b,2,8.1572800,264.4764878,18.5959509,no data,11.155679344095091,
Gliese 12 b,6.1658211431524546,12.2100000,3.9579137,13.5576175,31.930362213951653,5.47092547092547,
HAT-P-1 b,2.8377926421404682,158.9790000,344.4453632,38.6749190,22.816965278040463,0.34979462696330954,
HAT-P-11 b,4.173640167364017,37.7647000,297.7101763,48.0818635,24.978325342873973,1.391246322624038,
HAT-P-11 c,2.6736401673640167,37.7647000,297.7101763,48.0818635,no data,109.36138775099498,
HAT-P-12 b,3.220430107526882,142.7510000,209.3886452,43.4933100,25.54312325437543,0.2689998669011075,
HAT-P-13 b,2.5,246.8100000,129.8823772,47.3519076,no data,no data,
HAT-P-13 c,1,246.8100000,129.8823772,47.3519076,no data,no data,
HAT-P-14 b,1.9072901475035176,222.6630000,260.1161719,38.2421682,no data,no data,
HAT-P-15 b,2.858817312840896,192.5160000,66.2481420,39.4606020,no data,no data,
HAT-P-16 b,2.652762254445658,226.6370000,9.5730343,42.4630961,23.305019040401497,0.18222973300917328,
HAT-P-17 b,4.024971406786123,92.3831000,324.5359781,30.4881882,no data,no data,
HAT-P-17 c,2.498980693128672,92.3831000,324.5359781,30.4881882,no data,60.61714750858111,
HAT-P-18 b,3.16562565063502,161.4000000,256.3463760,33.0123251,26.210407975396542,0.3463444857496902,
HAT-P-19 b,3.112253123740427,202.0780000,9.5165832,34.7114025,25.9874244516231,0.22758538782054455,
HAT-P-2 b,2.253918495297806,127.7740000,245.1514324,41.0479601,no data,0.5332853319141609,
HAT-P-2 c,1,127.7740000,245.1514324,41.0479601,no data,no data,
HAT-P-20 b,2.661100179745679,71.0374000,111.9164295,24.3361185,24.193958982859996,0.5081830134548843,
HAT-P-21 b,3.338927620637829,277.2780000,171.2749348,41.0280207,no data,no data,
HAT-P-22 b,2.8769080955901454,81.7647000,155.6814593,50.1287115,no data,no data,
HAT-P-23 b,2.4167464049757283,364.8130000,306.1239076,16.7621462,22.949470076820063,0.06359422498649993,
HAT-P-24 b,2.755295779067943,415.3440000,108.8251171,14.2626064,no data,no data,
HAT-P-25 b,2.9495379597753217,300.3840000,48.4354731,25.1973548,26.078460074214078,0.15513476083945882,
HAT-P-26 b,2.913429476447682,141.8370000,213.1565508,4.0594175,no data,no data,
HAT-P-27 b,3.0048908954100826,199.1730000,222.7673221,5.9473626,24.885376251630046,0.20083043384394472,
HAT-P-28 b,2.908450704225352,401.3190000,13.0009159,34.7284020,25.73345788075965,0.10814339714790479,
HAT-P-29 b,2.814276326597667,313.5760000,33.1310921,51.7787754,no data,no data,
HAT-P-3 b,3.0429122468659595,134.5540000,206.0940142,48.0285650,no data,no data,
HAT-P-30 b,2.769035532994924,213.9850000,123.9498431,5.8368669,no data,no data,
HAT-P-31 b,2.730905456820771,344.0500000,271.5376722,26.4266061,no data,no data,
HAT-P-32 b,2.649408149469916,289.2050000,31.0427614,46.6878512,22.476607272821596,0.11745993326533082,
HAT-P-33 b,2.7410797393732547,396.1100000,113.1842383,33.8350214,no data,no data,
HAT-P-34 b,2.6285130449982175,249.3250000,303.1954355,18.1047776,24.032256309633667,0.2716935726461446,
HAT-P-35 b,2.8123359580052494,506.9650000,123.2507030,4.7870288,25.11728286970439,0.09819218289231013,
HAT-P-36 b,2.469891623001703,294.4190000,188.2662048,44.9153672,23.39058759545137,0.08185613020898788,
HAT-P-37 b,2.8623447267402824,390.5940000,284.2960393,51.2691212,25.829975918515636,0.09703170043574659,
HAT-P-38 b,3.0009380863039397,255.2060000,35.3834942,32.2460441,26.40081160315909,0.2049324859133406,
HAT-P-39 b,2.744167962674961,697.0040000,113.7582526,17.8300283,24.70022289136751,0.07302684059201957,
HAT-P-4 b,2.86518771331058,320.4510000,229.9912200,36.2295450,23.69360289924581,0.13849231239721518,
HAT-P-40 b,2.8157894736842106,464.4690000,335.5129199,45.4573423,no data,no data,
HAT-P-41 b,2.7519561815336466,348.1850000,297.3226523,4.6724124,no data,no data,
HAT-P-42 b,2.8930001741250218,405.2380000,135.3443583,6.0970828,25.25268983039515,0.14189192523899535,
HAT-P-43 b,1.4052344985069383,528.8250000,128.9256885,10.2065866,25.956743018366375,0.08395972202524464,
HAT-P-44 b,4.0108593012275735,347.8500000,213.1438604,47.0147826,26.144839096509475,0.1457524795170332,
HAT-P-44 c,2.5108593012275735,347.8500000,213.1438604,47.0147826,no data,5.0366537300560585,
HAT-P-45 b,2.763823064770932,298.6400000,274.3732697,-3.3810594,25.15357226661402,0.15135279935708545,
HAT-P-46 b,2.80718954248366,290.7360000,270.4441831,-2.9709800,25.125580761057826,0.19846183479170107,
HAT-P-49 b,2.535771701299584,350.3510000,305.4413294,26.6926759,no data,no data,
HAT-P-5 b,2.8422818791946307,303.3360000,274.4055335,36.6214617,no data,no data,
HAT-P-50 b,2.7311771170561054,515.4580000,118.0634379,12.1393474,24.299413674659633,0.08788300889694214,
HAT-P-51 b,2.967082339996332,440.0890000,21.0651251,32.8107000,26.483527154348707,0.11456773516266028,
HAT-P-52 b,3.0351907599138457,361.1550000,42.7217412,29.0222492,26.79047887786048,0.10228295330259861,
HAT-P-53 b,2.7313124537919955,666.8020000,21.8711012,38.9681137,25.543712087357687,0.04737538279729215,
HAT-P-54 b,3.2128081265100814,143.6510000,99.8979924,25.4824005,26.461578210018313,0.28659737836840676,
HAT-P-55 b,2.8783597518952444,511.3880000,264.2735096,25.7311468,25.779958372945984,0.09049879934609338,
HAT-P-56 b,2.389036999362488,320.6390000,100.8480137,27.2521823,no data,no data,
HAT-P-57 b,2.763823064770932,279.8600000,274.7434180,10.5971968,no data,no data,
HAT-P-58 b,2.816222441592629,515.5900000,68.8465093,56.8682691,25.66025109841816,0.09685990806648694,
HAT-P-59 b,2.380175022366718,265.4710000,292.4588212,62.5291892,24.77599226080722,0.19075529907221506,
HAT-P-6 b,2.71765601217656,275.3580000,354.7740917,42.4659866,no data,no data,
HAT-P-60 b,2.78783000643915,233.2200000,28.2825719,52.0539209,22.518949567188614,0.2691450132921705,
HAT-P-61 b,2.3387049866390415,338.8400000,75.4801665,50.1311784,25.585483632129225,0.08883248730964467,
HAT-P-62 b,2.9212115828744007,348.8150000,74.5043816,48.3008551,25.134379312442178,0.10813755142410733,
HAT-P-63 b,2.9814814814814814,403.4580000,269.5720695,5.7613709,26.442610536117407,0.1064299133986685,
HAT-P-64 b,2.7389654638376957,651.8970000,68.9743955,2.4312732,25.221126434916982,0.08263575380773341,
HAT-P-65 b,2.862397820163488,738.5190000,315.9054895,11.9893675,24.983940749426907,0.05473115789844269,
HAT-P-66 b,2.8328890369876705,935.4560000,150.5726262,53.9508237,25.071451315241276,0.04664035507816509,
HAT-P-67 b,1.8423562071666966,371.6860000,256.6107279,44.7768849,22.44215747439074,0.17501331769289133,
HAT-P-68 b,3.274622892635315,202.1520000,118.4831501,23.9382192,25.89921689380332,0.14820531085519809,
HAT-P-69 b,0.930490570044033,341.2630000,130.5056385,3.7105662,22.600999337094365,0.19208059473192232,
HAT-P-7 b,2.7218132966070985,341.0790000,292.2471900,47.9695429,no data,no data,
HAT-P-70 b,0.6116749130372193,330.7390000,74.5523332,9.9979794,21.354681000593622,0.14328518862305323,
HAT-P-8 b,2.790322580645161,211.5530000,343.0414932,35.4471778,no data,no data,
HAT-P-9 b,2.7598425196850394,455.2030000,110.1685157,37.1405946,25.105783123848855,0.11614598322067297,
HATS-1 b,2.446662379995021,283.9710000,175.5252399,-23.3548451,24.6843505879565,0.15635399389374266,
HATS-10 b,2.8605442176870746,534.8890000,294.3068385,-22.2044872,26.397473729997174,0.08396134525107078,
HATS-11 b,1.2189547463050434,944.6030000,289.4007603,-22.3900092,26.41836861002131,0.05367334213420877,
HATS-12 b,1.2584552461853076,746.1380000,289.2024020,-19.3559227,26.717191788014894,0.05910434798924596,
HATS-13 b,2.9484881405033496,421.8550000,316.9614798,-26.0967205,26.400034271718724,0.09617048511929455,
HATS-14 b,2.6917832294413975,513.0110000,313.2154754,-25.6873756,26.741896229561107,0.07436487716637656,
HATS-15 b,2.899543825811911,1139.5500000,311.0920041,-19.4375266,26.72410049457401,0.02379886797420034,
HATS-16 b,2.0071525656388776,757.0440000,358.5588439,-30.0130385,26.11939083444759,0.0494555138142565,
HATS-17 b,3.191108065570054,400.3310000,192.1895676,-47.6136789,28.398504714151205,0.326729631230157,
HATS-18 b,2.4867732209768585,624.3680000,173.9574203,-29.1560639,24.6385595995485,0.027868180303923323,
HATS-2 b,1.0896650747504302,341.9250000,176.7388264,-22.5630097,25.00522497243986,0.0677633984060832,
HATS-22 b,3.48765793335211,229.5180000,174.0098693,-29.5433642,26.872724909263685,0.2189370768305754,
HATS-23 b,2.884083044982699,639.0040000,286.3667500,-50.0673496,25.013359034623292,0.05316085658305738,
HATS-24 b,2.327355354698935,494.1820000,268.8907069,-61.7474000,23.94042505142371,0.048160394348640785,
HATS-25 b,2.8998250218722657,471.1580000,207.9076746,-23.7812403,26.10018327663481,0.10958107471379028,
HATS-26 b,2.8177400757700544,861.8430000,144.9268593,-28.5856004,25.0328550994715,0.054940400977904334,
HATS-27 b,2.7426219322771046,816.9880000,193.5524603,-46.5877159,25.697158282773696,0.07478690017478835,
HATS-28 b,2.9550745725718444,535.3830000,284.3997616,-49.1385126,26.541653782077884,0.07715971556810731,
HATS-29 b,2.9109347442680775,353.8910000,285.0965172,-54.8933408,25.691178250648072,0.15470865322938418,
HATS-3 b,2.759644150527476,411.2110000,312.4574879,-24.4286938,25.02616135824359,0.11794431569194404,
HATS-30 b,2.8461214874642433,342.1400000,5.6185250,-59.9425892,24.992655821729148,0.12725784766469866,
HATS-31 b,2.822314049586777,773.9740000,191.7028214,-24.4273897,25.503364994034563,0.06175918054094841,
HATS-32 b,2.9035087719298245,745.1160000,346.0750861,-21.2720168,26.791957128814808,0.05400501398439974,
HATS-33 b,2.91367732814985,248.4600000,294.6336944,-55.3302692,24.18275553278869,0.15000402479272315,
HATS-34 b,2.986988847583643,508.8420000,0.7744866,-62.4693167,25.44832985508549,0.06221970670660047,
HATS-35 b,2.7698412698412698,514.5550000,296.6884420,-63.5656488,24.171835742121715,0.062170224757314575,
HATS-36 b,1.3445378151260505,856.4360000,291.4787013,-23.2028183,27.51350332300769,0.061067026607942686,
HATS-37 A b,3.002065339842283,211.8960000,199.8018300,-22.9868431,26.750733194687115,0.23185902518216484,
HATS-38 b,2.885441015612614,343.5250000,154.2710615,-25.2762982,26.402162712721214,0.1465977730878393,
HATS-39 b,2.7172854534388313,878.5210000,112.4192251,-29.9379163,25.52427903988244,0.06837628241100668,
HATS-4 b,2.4132808029230106,416.4590000,94.1120914,-22.5468824,26.132049282173327,0.08692332258397585,
HATS-40 b,2.738390092879257,1342.2900000,100.5712467,-29.7767800,25.843761388229204,0.03722742477408012,
HATS-41 b,3.322564694102178,737.6680000,103.5173558,-27.0504156,25.752553300352705,0.07903284404366193,
HATS-42 b,2.5565931398841917,800.3770000,108.4523991,-33.4373462,25.65132084936517,0.04609077972005693,
HATS-43 b,2.9913750407803916,362.2730000,80.5382418,-30.9708179,26.538392989640514,0.1364716663952323,
HATS-44 b,3.074803149606299,446.0350000,84.3267559,-27.9725758,26.932520865527927,0.08180972345219545,
HATS-45 b,2.74031007751938,772.1100000,101.9942455,-21.9107112,26.350386268472864,0.07137584023001904,
HATS-46 b,2.9558689717925386,453.8080000,6.7026401,-56.3161021,27.518633758537977,0.11826587455487783,
HATS-47 b,3.2730496453900706,300.6700000,287.4844021,-49.6649424,27.378916576614323,0.14198290484584428,
HATS-48 A b,3.259788825340959,263.6090000,288.6720048,-59.5793505,27.457202285419953,0.142976908982622,
HATS-49 b,3.3161180476730987,324.4130000,6.6135927,-56.3442798,28.708425576640227,0.13917444738651039,
HATS-5 b,3.0082956259426847,246.3840000,67.2228465,-21.4820568,26.333412075685867,0.21998181700110397,
HATS-50 b,2.835559265442404,756.7420000,300.4280761,-26.0775640,27.159846259417925,0.06668058598571243,
HATS-51 b,2.889371309482459,389.5700000,102.8474248,-29.0586551,24.97645680868245,0.1190800112945042,
HATS-52 b,2.3423152636911033,555.1340000,140.0875894,-31.2692116,24.994872347449654,0.0449981445921165,
HATS-53 b,2.9174344436569806,585.7700000,176.6283230,-33.8600764,26.558796855099686,0.08114106219164519,
HATS-54 b,2.9232342999466288,748.5850000,200.6348641,-44.6888393,26.61117727686981,0.049426584823366745,
HATS-55 b,2.787415513356936,609.8380000,114.2833819,-32.7554188,26.57104657271522,0.08874487978774692,
HATS-56 b,2.7239902080783356,564.4090000,180.1650720,-45.7994559,24.111849989644014,0.10706774697072513,
HATS-57 b,2.882072566300148,279.4850000,60.9482779,-19.0568182,24.631856083242667,0.12497987369626277,
HATS-58 A b,1.3805793718263626,403.5910000,186.7873036,-48.9784105,25.05676790732197,0.1436602897487803,
HATS-59 b,3.9109347442680775,642.8840000,170.3243250,-22.3881770,27.571755341121516,0.09507158367605975,
HATS-59 c,2.4109347442680775,642.8840000,170.3243250,-22.3881770,no data,3.8949483888228666,
HATS-6 b,3.5,169.3180000,88.1468079,-19.0316268,27.70908092673448,0.21397606869913413,
HATS-60 b,2.9064697609001406,486.4740000,341.3640336,-14.9917747,25.582504971095595,0.0967780395252367,
HATS-61 b,2.8408810014129733,679.7610000,61.6578005,-25.3496674,27.320927160453678,0.11633500598004298,
HATS-62 b,2.6976866318400763,523.0670000,312.4493079,-24.3035060,27.017333754351284,0.07958827454226705,
HATS-63 b,2.9217167229429535,623.2320000,67.4185820,-28.1972149,26.473347815829666,0.06459873690696243,
HATS-64 b,2.7206286237412267,1080.1500000,144.2876092,-29.8004440,25.870390481760595,0.06075082164514187,
HATS-65 b,2.7744941851202807,493.3200000,292.9397825,-26.7402021,24.927146520326282,0.09115786913159817,
HATS-66 b,2.5067247832741018,1477.9800000,101.3948048,-33.8816918,26.76777205638009,0.031894883557287645,
HATS-67 b,2.713224143160449,960.1090000,180.2087883,-46.1364201,24.839138530171017,0.031579747716144725,
HATS-68 b,2.6967270468537854,603.9550000,15.0060770,-58.9047242,25.24996435163783,0.08396320917949184,
HATS-69 b,3.0573291804555187,414.5370000,289.2974275,-60.8917599,26.59541411338536,0.07745991310787698,
HATS-7 b,3.10481444332999,240.7070000,208.8567465,-21.2078587,27.476621167834665,0.1666756679282281,
HATS-70 b,1.9971831092956673,1458.8300000,109.1045212,-31.2443947,24.18755768375322,0.024896663764797818,
HATS-71 b,5.4063032367972745,140.2250000,15.5518893,-61.7561333,29.118235455089373,0.26707077910500976,
HATS-72 b,3.2181761560103945,127.5890000,339.0258401,-17.0003046,27.01035001940658,0.5213380463833089,
HATS-74 A b,2.8651516723711534,299.3890000,171.0147921,-19.5569588,28.94354730255536,0.07962884407910778,
HATS-75 b,3.5,194.9640000,60.9493919,-25.4089214,28.397684325745207,0.16793869637471534,
HATS-76 b,3.4618958724665543,385.6890000,70.3397665,-32.3204175,28.503232508650594,0.06891562891345099,
HATS-77 b,3.1364919498094777,436.1760000,149.8236672,-27.3928174,28.514654837216234,0.08269597593631929,
HATS-8 b,2.782973470564553,794.6370000,294.9416887,-25.7483655,28.017692301422322,0.0587312194121341,
HATS-9 b,1.4288265761743169,638.7000000,290.8101704,-20.1663771,25.132831550056522,0.048849224988257396,
HD 100546 b,1.3548839399570232,109.6770000,173.3555116,-70.1947897,30.982609803083054,483.23714178907153,
HD 100655 b,1.635657329789409,137.1780000,173.7653631,20.4415410,no data,4.957063085917568,
HD 100777 b,0,49.5336000,173.9646303,-4.7555425,no data,21.399615614451605,
HD 10180 c,6.353408898663509,38.9607000,24.4731133,-60.5114881,no data,1.645760984787234,
HD 10180 d,6.353408898663509,38.9607000,24.4731133,-60.5114881,no data,3.300505381063482,
HD 10180 e,6.353408898663509,38.9607000,24.4731133,-60.5114881,no data,6.927493602527674,
HD 10180 f,6.353408898663509,38.9607000,24.4731133,-60.5114881,no data,12.65121006552757,
HD 10180 g,6.353408898663509,38.9607000,24.4731133,-60.5114881,no data,36.6266519852056,
HD 10180 h,6.353408898663509,38.9607000,24.4731133,-60.5114881,no data,86.77975498386834,
HD 101930 b,1.5661707126076743,30.0274000,175.8756080,-58.0053798,no data,9.990875000832574,
HD 102117 b,1.4146772767462423,39.5792000,176.2097267,-58.7040134,no data,3.7898694263653634,
HD 102195 b,1.5091492171288436,29.3386000,176.4254063,2.8209912,no data,1.7042394660958602,
HD 102272 b,1.6701461377870563,347.0970000,176.5980316,14.1240201,no data,1.469329899134824,
HD 102329 b,2.685985247629083,217.1070000,176.6941567,3.4742143,no data,8.336903001745684,
HD 102329 c,1,217.1070000,176.6941567,3.4742143,no data,no data,
HD 102365 b,1.4209591474245116,9.2894000,176.6208003,-40.4986211,no data,49.51880638146705,
HD 102843 b,1.4716703458425313,62.7580000,177.5854673,-1.2522989,no data,64.91602664202173,
HD 102956 b,1.60481444332999,121.8900000,177.8436988,57.6406584,no data,0.662072360324883,
HD 103197 b,1.5238095238095237,57.1463000,178.2201971,-50.2927911,no data,4.374736422130567,
HD 103720 b,1.5945784333266892,45.5352000,179.1713308,-2.7791393,no data,1.09365941074158,
HD 103774 b,1.2328556017876406,56.4089000,179.2310729,-12.1079951,no data,1.2409389298497224,
HD 103891 b,1.3175230566534915,55.5213000,179.4382907,-8.5486195,no data,58.89631546811765,
HD 103949 b,1.669449081803005,26.4997000,179.5479558,-23.9241221,no data,16.566225278022017,
