pl_name, points, dist(pa), ra(deg), dec(deg), magn, mas
Kepler-1735 b,2,245.3030000,281.0503476,47.1882005,no data,no data,
Kepler-1736 b,1.314708299096138,1430.0000000,289.7766991,38.2622374,no data,no data,
Kepler-1737 b,1.586357326987904,,297.0148111,47.4864170,no data,no data,
Kepler-1738 b,1.3194788058716806,1302.8700000,296.1313474,47.4388098,no data,no data,
Kepler-1739 b,1.389612645475074,783.6660000,296.2320536,47.6788626,no data,no data,
Kepler-174 b,3.639344262295082,384.7570000,287.4389454,43.8320052,33.18202709018426,0.2599043032355487,
Kepler-174 c,3.639344262295082,384.7570000,287.4389454,43.8320052,35.42944497165123,0.5561952089240741,
Kepler-174 d,3.639344262295082,384.7570000,287.4389454,43.8320052,37.094030216191776,1.7595521329046646,
Kepler-1740 b,1.4022787028922,1061.7700000,293.8736630,38.9224548,no data,no data,
Kepler-1741 b,2,270.7390000,292.5770730,39.1209390,no data,no data,
Kepler-1742 b,1.3850415512465375,669.5730000,286.9668086,44.9924315,no data,no data,
Kepler-1743 b,1.3663535439795047,538.8070000,290.5523552,48.1262575,no data,no data,
Kepler-1744 b,1.3364517206815905,1091.6300000,291.0206823,42.4624633,no data,no data,
Kepler-1745 b,1.4257708073427195,996.1050000,293.4689924,42.8223582,no data,no data,
Kepler-1746 b,1.3293452974410103,979.5410000,288.3203979,42.2613874,no data,no data,
Kepler-1747 b,1.460653642505021,1321.3800000,284.2096557,45.2580820,no data,no data,
Kepler-1748 b,1.3855213023900244,1083.2800000,285.9678970,45.7390789,no data,no data,
Kepler-1749 b,2,268.2000000,290.2945805,45.5645196,no data,no data,
Kepler-175 b,2.3192612137203166,1312.3400000,289.5532320,43.8761160,33.40305411575709,0.08000975356995901,
Kepler-175 c,2.3192612137203166,1312.3400000,289.5532320,43.8761160,34.52339699498897,0.1623055000990597,
Kepler-1750 b,1.4174344436569808,1497.3300000,292.3514917,48.5110714,no data,no data,
Kepler-1751 b,1.3218770654329148,1291.4700000,284.8465476,49.6923412,no data,no data,
Kepler-1752 b,1.4689680499449136,962.8880000,290.8541401,51.2227435,no data,no data,
Kepler-1753 b,1.5444015444015444,707.6880000,288.2366640,46.6058744,no data,no data,
Kepler-1754 b,1.693838661867457,718.9450000,295.4570818,50.0771838,no data,no data,
Kepler-1755 b,1.3144922773578704,982.3830000,296.8460920,40.1385777,no data,no data,
Kepler-1756 b,1.6276703967446593,,294.3649040,40.7208898,no data,no data,
Kepler-1757 b,1.51285930408472,807.3080000,297.7397823,46.9418957,no data,no data,
Kepler-1758 b,1.4396256973186972,1588.4100000,297.7968197,39.9213378,no data,no data,
Kepler-1759 b,1.5945784333266892,385.3480000,298.4656275,48.5593334,no data,no data,
Kepler-176 b,4.529051987767584,527.3210000,294.6679021,43.8532104,32.920767227456025,0.10998993023224943,
Kepler-176 c,4.529051987767584,527.3210000,294.6679021,43.8532104,32.848441565922144,0.19343056696016275,
Kepler-176 d,4.529051987767584,527.3210000,294.6679021,43.8532104,33.94287686158124,0.30910963151476994,
Kepler-176 e,4.5108593012275735,527.3210000,294.6679021,43.8532104,no data,no data,
Kepler-1760 b,1.5299292407726142,,284.1326058,48.8251452,no data,no data,
Kepler-1761 b,2,221.1860000,284.1329728,49.1426325,no data,no data,
Kepler-1762 b,1.2172854534388313,1663.7400000,290.4931471,39.7855117,no data,no data,
Kepler-1763 b,1.3566220111921317,756.4860000,294.1130368,40.3628861,no data,no data,
Kepler-1764 b,1.2381984212970127,1542.4800000,293.8799047,41.3938374,no data,no data,
Kepler-1765 b,1.4054813773717498,764.4560000,298.0144601,42.9574314,no data,no data,
Kepler-1766 b,1.3633265167007498,501.2290000,294.2772343,46.6752351,no data,no data,
Kepler-1767 b,1.5258439824527943,820.5060000,293.6441248,46.9896696,no data,no data,
Kepler-1768 b,1.322314049586777,632.7660000,299.9572335,44.7718851,no data,no data,
Kepler-1769 b,1.3177400757700544,438.4120000,294.7433755,43.4611633,no data,no data,
Kepler-177 b,3.8258774940541462,1435.4400000,286.0471442,45.0532038,no data,no data,
Kepler-177 c,2.974315610789486,1435.4400000,286.0471442,45.0532038,no data,no data,
Kepler-1770 b,1.4280614066404855,582.9420000,299.2502851,43.4103663,no data,no data,
Kepler-1771 b,1.413177883766119,565.7520000,292.0134714,49.0191267,no data,no data,
Kepler-1772 b,1.4437827107020393,871.5640000,289.4381201,39.2703594,no data,no data,
Kepler-1773 b,1.2938702895034773,681.2550000,286.2232284,38.2581676,no data,no data,
Kepler-1774 b,1.287415513356936,816.5920000,288.5743991,40.9886069,no data,no data,
Kepler-1775 b,1.3750429700928155,657.0230000,286.4023452,38.7385674,no data,no data,
Kepler-1776 b,1.3623978201634876,690.3360000,291.5344017,47.0424958,no data,no data,
Kepler-1777 b,1.386241552590539,619.1460000,290.3286455,37.7231188,no data,no data,
Kepler-1778 b,1.2678288431061806,1276.2900000,287.3612976,43.7388000,no data,no data,
Kepler-1779 b,1.3961605584642234,908.5010000,300.4174607,45.6054854,no data,no data,
Kepler-178 b,3.409443269908386,716.0250000,287.1010275,46.8964033,32.324412086043324,0.1187109388638665,
Kepler-178 c,3.409443269908386,716.0250000,287.1010275,46.8964033,33.453786730085774,0.19831709786669457,
Kepler-178 d,3.409443269908386,716.0250000,287.1010275,46.8964033,35.000274502649916,0.5544499144582941,
Kepler-1780 b,1.4806588932074773,790.5160000,294.0839282,42.8095104,no data,no data,
Kepler-1781 b,1.4367816091954022,962.6300000,291.7114906,42.3415097,no data,no data,
Kepler-1782 b,1.6223889677550192,305.7920000,280.9261620,44.0878036,no data,no data,
Kepler-1783 b,1.5597582374731918,264.0780000,297.0210984,41.3771655,no data,no data,
Kepler-1784 b,1.470047776552738,883.0450000,297.9541684,44.6674491,no data,no data,
Kepler-1785 b,1.4239943040227838,745.7400000,295.7921797,47.6000699,no data,no data,
Kepler-1786 b,1.3774104683195592,863.9090000,292.5877743,38.5219827,no data,no data,
Kepler-1787 b,1.3201320132013201,778.6020000,289.0643042,47.1174041,no data,no data,
Kepler-1788 b,1.671541997492687,560.4450000,291.2243829,45.7780993,no data,no data,
Kepler-1789 b,1.4716703458425313,611.4610000,282.8631419,41.7966332,no data,no data,
Kepler-179 b,2.5088645794039985,605.6800000,298.6636163,47.7619329,31.59260071056459,0.059437326641130626,
Kepler-179 c,2.5088645794039985,605.6800000,298.6636163,47.7619329,32.411057338566174,0.10566635847312113,
Kepler-1790 b,1.3637913399249915,1070.1700000,294.5668577,46.0757312,no data,no data,
Kepler-1791 b,1.3589264481059962,602.2180000,284.4903166,42.6482636,no data,no data,
Kepler-1792 b,1.5299292407726142,601.0290000,294.8400788,39.0859757,no data,no data,
Kepler-1793 b,1.541128876902331,1189.8800000,291.9129477,40.9539265,no data,no data,
Kepler-1794 b,1.5835312747426762,561.2290000,300.6196594,45.7888068,no data,no data,
Kepler-1795 b,1.7777777777777777,,286.4792568,39.2698793,no data,no data,
Kepler-1796 b,1.3253810470510272,825.8830000,301.5430397,44.6056251,no data,no data,
Kepler-1797 b,1.2812299807815504,1338.4900000,292.4642406,45.9682799,no data,no data,
Kepler-1798 b,2,395.1960000,291.7262251,37.5289680,no data,no data,
Kepler-1799 b,1.3719773623735207,2254.6900000,288.3086994,51.4783348,no data,no data,
Kepler-18 b,6.7217259120673525,433.0470000,298.0794448,44.7462480,30.63069508430642,0.10322205210981716,
Kepler-18 c,4.996725912067353,433.0470000,298.0794448,44.7462480,29.567534927674394,0.17365320623396535,
Kepler-18 d,4.506569837815088,433.0470000,298.0794448,44.7462480,30.009668392261197,0.2706403692901694,
Kepler-180 b,2.395916942941895,695.6500000,295.5712566,49.7745140,33.907983641391354,0.15668798964996766,
Kepler-180 c,2.395916942941895,695.6500000,295.5712566,49.7745140,34.00765238069687,0.3291885287141523,
Kepler-1800 b,1.4972861688190156,350.4550000,297.6513317,40.3524154,no data,no data,
Kepler-1801 b,2.394214011850819,839.3320000,295.1640095,39.2014024,no data,no data,
Kepler-1801 c,5.394214011850819,839.3320000,295.1640095,39.2014024,36.37437361065332,0.544718895502614,
Kepler-1802 b,2.884570082449941,636.6940000,300.2420869,44.1412854,no data,no data,
Kepler-1802 c,2.884570082449941,636.6940000,300.2420869,44.1412854,no data,no data,
Kepler-1804 b,1.5658641612840085,434.4560000,301.3428675,44.6721750,no data,no data,
Kepler-1805 b,2,221.6390000,285.0865387,40.8990506,no data,no data,
Kepler-1806 b,1.5063076633402372,978.0660000,287.5349528,49.8016283,no data,no data,
Kepler-1807 b,1.2393493415956622,1299.3200000,291.5494119,44.5272788,no data,no data,
Kepler-1808 b,1.4466546112115732,1022.0100000,287.2924737,39.3832039,no data,no data,
Kepler-1809 b,1.6323199347072026,409.6020000,290.2651662,40.5484937,no data,no data,
Kepler-181 b,2.500093755859741,609.2830000,296.1512831,50.0957806,32.45858879882667,0.0656509372491929,
Kepler-181 c,2.500093755859741,609.2830000,296.1512831,50.0957806,31.924022465060677,0.08042239813026131,
Kepler-1810 b,1.4566642388929352,1009.8700000,291.8129995,38.0880964,no data,no data,
Kepler-1811 b,1.4385901816220104,1390.5600000,289.9793241,40.1427848,no data,no data,
Kepler-1812 b,1.2957563977972142,1409.1900000,298.0845087,40.2832525,no data,no data,
Kepler-1813 b,1.5482872072769498,,292.2399069,48.5115214,no data,no data,
Kepler-1814 b,2.6253555465258023,726.3460000,285.2166767,41.2824449,no data,no data,
Kepler-1814 c,2.6253555465258023,726.3460000,285.2166767,41.2824449,30.31900231273132,0.018310832578413042,
Kepler-1815 b,1.4503263234227701,1006.6300000,300.1704720,43.9849048,no data,no data,
Kepler-1816 b,1.5838447832112452,437.8230000,296.8509823,50.6987736,no data,no data,
Kepler-1817 b,1.5048908954100828,748.5690000,282.0333419,44.4779955,no data,no data,
Kepler-1818 b,1.322970067802216,1034.5900000,284.3284866,40.5688741,no data,no data,
Kepler-1819 b,1.3136288998357963,1363.1900000,296.5600307,46.8574644,no data,no data,
Kepler-182 b,2.2800000000000002,1549.0900000,289.8301128,50.5862025,32.90856508234833,0.06197186735438225,
Kepler-182 c,2.2800000000000002,1549.0900000,289.8301128,50.5862025,33.35833510879896,0.10134982473581264,
Kepler-1820 b,1.369628488272556,1425.3900000,296.7127400,48.2722828,no data,no data,
Kepler-1821 b,1.461187214611872,799.6990000,294.5254573,49.8724840,no data,no data,
Kepler-1822 b,1.5488867376573088,897.5970000,297.2855000,41.3055733,no data,no data,
Kepler-1823 b,1.3333333333333333,724.9710000,283.7547770,45.3351250,no data,no data,
Kepler-1824 b,1.3328890369876707,1040.1000000,296.7071957,41.2036197,no data,no data,
Kepler-1825 b,1.5615850087839156,430.2540000,292.5140647,42.6517554,no data,no data,
Kepler-1826 b,2,336.9520000,292.7700072,48.8998469,no data,no data,
Kepler-1827 b,1.4751982297621242,686.4610000,292.2525301,40.7927895,no data,no data,
Kepler-1828 b,1.3778849466069583,871.8100000,292.4275963,37.3207616,no data,no data,
Kepler-1829 b,1.5296367112810707,679.9210000,288.6644840,51.4983798,no data,no data,
Kepler-183 b,2.358695652173913,1050.6400000,293.5308112,39.3159329,32.56787121504031,0.0609152516561334,
Kepler-183 c,2.358695652173913,1050.6400000,293.5308112,39.3159329,33.39036428452689,0.09803548313408968,
Kepler-1830 b,1.2987012987012987,1056.8800000,295.1390408,40.9790527,no data,no data,
Kepler-1831 b,1.3194788058716806,1053.4900000,295.3024604,49.5890456,no data,no data,
Kepler-1832 b,1.5261350629530714,486.1740000,299.8517779,43.7320611,no data,no data,
Kepler-1833 b,1.2978585334198571,591.6020000,290.8714239,45.4102813,no data,no data,
Kepler-1834 b,2.6594067620825554,500.3950000,294.6646789,39.7838461,no data,no data,
Kepler-1834 c,2.6594067620825554,500.3950000,294.6646789,39.7838461,30.74196458887131,0.029976318708220505,
Kepler-1835 b,1.355243096730476,1404.3800000,280.3148152,43.9856885,no data,no data,
Kepler-1836 b,1.3065490772497141,1472.6200000,292.3150933,40.8387799,no data,no data,
Kepler-1837 b,1.340931947703654,1229.1800000,288.2076012,45.6834463,no data,no data,
Kepler-1838 b,1.36123872724179,451.2420000,298.9917165,40.1422600,no data,no data,
Kepler-1839 b,1.3499831252109349,1136.6000000,294.2244432,50.0755761,no data,no data,
Kepler-184 b,3.38217000691085,610.3260000,291.9518784,43.0746172,32.487686568843884,0.1507391131952432,
Kepler-184 c,3.38217000691085,610.3260000,291.9518784,43.0746172,33.807071879435576,0.23102407565792707,
Kepler-184 d,3.38217000691085,610.3260000,291.9518784,43.0746172,33.816575866387424,0.29328588328204924,
Kepler-1840 b,1.6333197223356473,513.1070000,298.5948803,41.4359643,no data,no data,
Kepler-1841 b,1.5414258188824663,631.7000000,287.7069031,40.6852161,no data,no data,
Kepler-1842 b,1.340033500837521,923.5510000,286.2516039,42.3784353,no data,no data,
Kepler-1843 b,1.4754703061600885,784.6250000,292.8852302,41.2791690,no data,no data,
Kepler-1844 b,1.3850415512465375,1804.3600000,292.6903973,37.9345682,no data,no data,
Kepler-1845 b,1.701041888156496,710.7240000,292.9016226,38.2970320,no data,no data,
Kepler-1846 b,1.6580310880829014,374.6150000,294.3909489,44.7629523,no data,no data,
Kepler-1847 b,1.3067624959163673,1693.8600000,296.6014013,44.3252289,no data,no data,
Kepler-1848 b,1.6505054672993604,309.6960000,299.3814921,45.5920846,no data,no data,
Kepler-1849 b,1.6645859342488556,631.8840000,285.2919300,41.2557275,no data,no data,
Kepler-185 b,2.536098310291859,466.7350000,282.4681674,43.8899464,31.409244878089922,0.0557061287454337,
Kepler-185 c,2.536098310291859,466.7350000,282.4681674,43.8899464,33.863624601004,0.29781353444674175,
Kepler-1850 b,1.8872375560273649,250.1990000,287.1428295,43.6161177,no data,no data,
Kepler-1851 b,1.3373453694416584,1589.8100000,285.6737597,45.6398375,no data,no data,
Kepler-1852 b,1.5275921329005155,772.4810000,288.0297157,40.3441934,no data,no data,
Kepler-1853 b,1.6594067620825554,562.3480000,284.7478834,46.3735415,no data,no data,
Kepler-1854 b,1.5917230401910067,423.3480000,286.2859300,37.3869915,no data,no data,
Kepler-1855 b,2,,283.4018628,41.5161554,no data,no data,
Kepler-1856 b,1.6168148746968471,848.7600000,295.9091695,51.3478777,no data,no data,
Kepler-1857 b,1.317089232795522,853.2750000,296.4557129,39.5985370,no data,no data,
Kepler-1858 b,1.6197610852399271,833.0550000,292.3074315,46.6265790,no data,no data,
Kepler-1859 b,2.358926448105996,1331.2500000,293.9886751,46.7179996,no data,no data,
Kepler-1859 c,2.358926448105996,1331.2500000,293.9886751,46.7179996,32.565072710455425,0.03553051643192489,
Kepler-186 b,6,177.5940000,298.6527360,43.9549884,32.780859158754446,0.1931371555345338,
Kepler-186 c,6,177.5940000,298.6527360,43.9549884,33.03764009131616,0.2539500208340372,
Kepler-186 d,6,177.5940000,298.6527360,43.9549884,33.98392243796196,0.4397671092491864,
Kepler-186 e,6,177.5940000,298.6527360,43.9549884,34.939252267977984,0.6193902947171639,
Kepler-186 f,6,177.5940000,298.6527360,43.9549884,38.0877968723104,2.4325146119801344,
Kepler-1860 b,1.4760147601476015,438.7030000,294.3508497,50.0809627,no data,no data,
Kepler-1861 b,1.3663535439795047,829.9850000,295.8465148,49.9361586,no data,no data,
Kepler-1862 b,1.4174344436569808,1232.1900000,296.7533555,49.3780726,no data,no data,
Kepler-1863 b,1.362629875660024,865.5460000,282.2397185,43.2440854,no data,no data,
Kepler-1864 b,1.366586949094636,298.8940000,289.6867653,41.5889178,no data,no data,
Kepler-1865 b,1.4760147601476015,922.2550000,293.9412380,41.5904136,no data,no data,
Kepler-1866 b,1.3814539803142807,976.7370000,286.2246453,44.6544869,no data,no data,
Kepler-1867 b,1.4052344985069383,680.5830000,294.9971007,43.4358698,no data,no data,
Kepler-1868 b,1.7174753112924002,274.1800000,293.2983733,43.5558025,no data,no data,
Kepler-1869 b,2.3774104683195594,113.0250000,292.6149958,42.7643438,no data,no data,
Kepler-1869 c,2.3774104683195594,113.0250000,292.6149958,42.7643438,28.312939005022862,0.24773280247732804,
Kepler-187 b,2.3104013104013106,1143.0000000,299.7964955,44.0892448,32.518471941900465,0.051618547681539804,
Kepler-187 c,2.3104013104013106,1143.0000000,299.7964955,44.0892448,32.25592711313152,0.08661417322834646,
Kepler-1870 b,1.4524328249818446,407.2160000,293.9335076,40.5907040,no data,no data,
Kepler-1871 b,1.3934854554955582,854.6230000,292.4275044,38.4728824,no data,no data,
Kepler-1872 b,1.5316867700555237,840.1820000,281.0491988,43.3225996,no data,no data,
Kepler-1873 b,1.5530964861192003,820.9570000,294.5965570,46.0483705,no data,no data,
Kepler-1874 b,1.7017655817911084,408.0070000,286.3718158,43.6920810,no data,no data,
Kepler-1875 b,1.2984905047881838,1660.4500000,296.7727406,50.1883667,no data,no data,
Kepler-1876 b,2.737335970348405,259.9350000,299.1604859,41.1437964,30.649908319289295,0.2916113643795565,
Kepler-1877 b,1.4247551202137132,285.3120000,294.8669240,46.7904816,no data,no data,
Kepler-1878 b,1.3518080432578574,1494.3000000,300.7324154,44.1070231,no data,no data,
Kepler-1879 b,1.3640238704177323,627.1710000,289.3644209,41.5332589,no data,no data,
Kepler-188 b,2.3286829430327187,968.5440000,281.2797173,44.3154743,31.23151092993686,0.033039283708329203,
Kepler-188 c,2.3286829430327187,968.5440000,281.2797173,44.3154743,31.41107370939008,0.06814352264842899,
Kepler-1880 b,1.82648401826484,611.0410000,287.8264561,40.6965988,no data,no data,
Kepler-1881 b,1.557935735150925,1057.2100000,293.6393065,44.9825447,no data,no data,
Kepler-1882 b,1.4057283429977157,443.3710000,290.6640856,43.4997866,no data,no data,
Kepler-1883 b,1.288659793814433,1377.6100000,291.9225570,42.0025220,no data,no data,
Kepler-1884 b,1.3368983957219251,1443.0900000,296.7463986,43.0454207,no data,no data,
Kepler-1885 b,1.4308710427472724,818.4820000,288.7507112,47.4909206,no data,no data,
Kepler-1886 b,1.392515230635335,1059.5100000,296.2645118,39.4059745,no data,no data,
Kepler-1887 b,1.3915463558879806,1366.1800000,288.9555263,44.7057070,no data,no data,
Kepler-1888 b,1.4396256973186972,402.9470000,289.3945523,41.7822597,no data,no data,
Kepler-1889 b,1.4169323414806942,1395.1300000,297.1992577,41.2264404,no data,no data,
Kepler-189 b,2.5281757402101244,591.5340000,287.5646296,44.3050662,34.392793956135236,0.14876575141919143,
Kepler-189 c,2.5281757402101244,591.5340000,287.5646296,44.3050662,33.88502549746612,0.23160122664124128,
Kepler-1890 b,1.3231888852133642,529.5960000,292.5778203,40.6679032,no data,no data,
Kepler-1891 b,1.4503263234227701,596.2400000,290.0438524,44.3705375,no data,no data,
Kepler-1892 b,1.4861601337544121,851.5950000,299.0810070,42.0180957,no data,no data,
Kepler-1893 b,1.4202023788389846,1050.7200000,298.4012866,44.8381709,no data,no data,
Kepler-1894 b,2.386001386001386,935.1910000,295.5864604,49.6668523,no data,no data,
Kepler-1894 c,2.386001386001386,935.1910000,295.5864604,49.6668523,33.95349301250045,0.0615916962417303,
Kepler-1895 b,1.5760441292356187,984.1870000,291.6756005,48.7625419,no data,no data,
Kepler-1896 b,1.3067624959163673,1732.9100000,289.6785786,40.2496475,no data,no data,
Kepler-1897 b,1.5488867376573088,983.1740000,294.2901043,39.1268710,no data,no data,
Kepler-1898 b,1.403016485443704,360.9210000,287.2058009,38.4981903,no data,no data,
Kepler-1899 b,1.6697975370486329,711.5090000,292.0333777,37.9744551,no data,no data,
Kepler-19 b,6.075590511885634,218.5620000,290.4209694,37.8516556,30.064180682804587,0.38707552090482333,
Kepler-19 c,3.4430014430014433,218.5620000,290.4209694,37.8516556,no data,no data,
Kepler-19 d,3.4430014430014433,218.5620000,290.4209694,37.8516556,no data,no data,
Kepler-190 b,2.5667841754798277,433.3870000,288.5839761,44.7337701,30.86929072879265,0.06922219632799322,
Kepler-190 c,2.5667841754798277,433.3870000,288.5839761,44.7337701,31.893605736921174,0.10383329449198983,
Kepler-1900 b,1.2959663048760732,1540.4300000,291.8863206,44.4790319,no data,no data,
Kepler-1901 b,1.404494382022472,1028.3700000,291.1643587,45.3183061,no data,no data,
Kepler-1902 b,2,344.3370000,292.7376545,42.0147792,no data,no data,
Kepler-1903 b,1.2604380022057664,1775.4400000,290.8882981,51.2481617,no data,no data,
Kepler-1904 b,2,270.8540000,288.8744026,51.1542215,no data,no data,
Kepler-1905 b,1.38217000691085,1051.5300000,292.5733475,46.3668273,no data,no data,
Kepler-1906 b,1.3633265167007498,1360.6300000,293.8266166,38.8565906,no data,no data,
Kepler-1907 b,2.550688117852297,292.1110000,280.7085829,47.3279236,no data,no data,
Kepler-1907 c,2.550688117852297,292.1110000,280.7085829,47.3279236,no data,no data,
Kepler-1909 b,1.6210739614994933,763.6620000,290.8894090,42.4596251,no data,no data,
Kepler-191 b,3.5145778114350623,594.4640000,291.1833211,45.3230937,34.1623797182357,0.14635032567152928,
Kepler-191 c,3.5145778114350623,594.4640000,291.1833211,45.3230937,34.28879257411641,0.2153200193788017,
Kepler-191 d,3.5340364333652925,594.4640000,291.1833211,45.3230937,no data,no data,
Kepler-1910 b,1.889466225791214,,296.6171677,41.2811677,no data,no data,
Kepler-1911 b,1.3983569306065373,269.9120000,299.3035590,41.4410233,no data,no data,
Kepler-1912 b,1.3951866062085805,297.0170000,282.1178211,46.2239547,no data,no data,
Kepler-1913 b,1.287415513356936,876.3000000,290.2166890,44.7795863,no data,no data,
Kepler-1914 b,1.3373453694416584,1621.5600000,291.4314024,38.6543635,no data,no data,
Kepler-1915 b,1.3289036544850499,1514.6600000,301.2786852,44.2505116,no data,no data,
Kepler-1916 b,1.2808197246237591,2055.8200000,293.0705754,48.3876790,no data,no data,
Kepler-1917 b,1.4466546112115732,909.0370000,294.1038932,45.0013533,no data,no data,
Kepler-1918 b,1.358464934623875,1030.1100000,292.5305460,42.2145765,no data,no data,
Kepler-1919 b,1.4511155450752766,1177.5300000,283.1319153,43.9560050,no data,no data,
Kepler-192 b,3.460120459937945,651.6740000,287.9179379,45.5928829,32.00376718006133,0.1381058627473246,
Kepler-192 c,3.460120459937945,651.6740000,287.9179379,45.5928829,33.07374272587706,0.23017643791220765,
Kepler-192 d,3.4579916165482047,651.6740000,287.9179379,45.5928829,no data,no data,
Kepler-1920 b,1.2744941851202805,885.9130000,291.0620355,38.8632881,no data,no data,
Kepler-1921 b,2.30718954248366,928.9890000,300.3161723,45.4953271,no data,no data,
Kepler-1921 c,2.30718954248366,928.9890000,300.3161723,45.4953271,30.755491147975263,0.04887033108034649,
Kepler-1922 b,1.3488450514247177,1344.2900000,292.3303706,37.9970696,no data,no data,
Kepler-1923 b,1.3603128719605508,990.8380000,298.0834457,40.3462551,no data,no data,
Kepler-1924 b,1.3971358714634998,1910.7700000,293.7673860,42.8291562,no data,no data,
Kepler-1925 b,1.366120218579235,1771.3100000,289.8287452,45.1026883,no data,no data,
Kepler-1926 b,1.5220700152207,667.4050000,291.1987905,44.1662033,no data,no data,
Kepler-1927 b,1.321003963011889,1091.0000000,296.3546093,41.3355698,no data,no data,
Kepler-1928 b,1.3986013986013985,326.3620000,290.4406294,38.5235721,32.73486942617938,0.594431949798077,
Kepler-1929 b,1.38264777048047,508.2010000,299.5833362,47.4481244,no data,no data,
Kepler-193 b,2.2628255722178374,1009.1000000,296.4985951,46.5772484,33.0598472685498,0.1050440987018135,
Kepler-193 c,2.2628255722178374,1009.1000000,296.4985951,46.5772484,34.91047414346055,0.2834208700822515,
Kepler-1930 b,1.5738736966358449,275.6940000,297.5771450,40.0276768,no data,no data,
Kepler-1931 b,1.2972271769093562,620.0910000,290.8723061,43.3330104,no data,no data,
Kepler-1932 b,1.515725653656688,713.7330000,285.3314903,41.0638435,no data,no data,
Kepler-1933 b,1.413177883766119,328.0070000,283.9950850,39.9170121,no data,no data,
Kepler-1934 b,1.350210970464135,428.5140000,290.9193265,37.2871677,no data,no data,
Kepler-1935 b,1.436265709156194,904.7020000,296.4037783,39.7227036,no data,no data,
Kepler-1936 b,1.2305799107829565,871.0960000,290.7300141,44.8361280,no data,no data,
Kepler-1937 b,1.2389654638376955,905.0690000,290.6583922,40.7785383,no data,no data,
Kepler-1938 b,1.7691287041132242,421.1520000,299.3518920,41.1957285,no data,no data,
Kepler-1939 b,1.837813002526993,189.8330000,285.6899312,40.9946659,no data,no data,
Kepler-194 b,3.313844637871572,1097.9700000,291.9714290,47.8640498,31.71317260210033,0.02914469429947995,
Kepler-194 c,3.313844637871572,1097.9700000,291.9714290,47.8640498,33.60216510483921,0.11931109228849604,
Kepler-194 d,3.313844637871572,1097.9700000,291.9714290,47.8640498,35.377914707559924,0.2504622166361558,
Kepler-1940 b,1.4730252255569876,798.5950000,291.2042027,45.2383344,no data,no data,
Kepler-1941 b,1.2492192379762648,1494.3900000,296.6270184,49.3538910,no data,no data,
Kepler-1942 b,1.3712718546451834,842.4920000,294.9805416,44.4252384,no data,no data,
Kepler-1943 b,1.3262599469496021,1004.5500000,293.3182976,41.1166697,no data,no data,
Kepler-1944 b,1.432408236347359,1076.4800000,296.5105045,39.1732645,no data,no data,
Kepler-1945 b,1.6028851933480264,,281.8980828,42.2858185,no data,no data,
Kepler-1946 b,1.4532243415077202,1002.1200000,282.3355387,42.8453417,no data,no data,
Kepler-1947 b,1.3245033112582782,468.7710000,296.1040313,42.3425818,no data,no data,
Kepler-1948 b,2,193.9030000,287.3640804,47.7853043,no data,no data,
Kepler-1949 b,1.3271400132714002,2617.3500000,293.5422586,43.0260555,no data,no data,
Kepler-195 b,2.501219741039595,652.0510000,288.1209339,47.9666141,32.87128088326298,0.11808892249225902,
Kepler-195 c,2.501219741039595,652.0510000,288.1209339,47.9666141,35.49698008692315,0.3021236068957796,
Kepler-1950 b,1.466544454628781,697.2530000,287.0874563,42.6686537,no data,no data,
Kepler-1951 b,1.463057790782736,1277.3200000,290.4999139,40.2877161,no data,no data,
Kepler-1952 b,1.3393604553825549,852.0620000,288.0764082,43.9584839,no data,no data,
Kepler-1953 b,1.6467682173734046,605.6310000,287.9680995,46.4705959,no data,no data,
Kepler-1954 b,1.36986301369863,1373.8300000,298.0029203,43.3545882,no data,no data,
Kepler-1955 b,1.3733905579399142,449.3510000,299.5347603,40.4777528,no data,no data,
Kepler-1956 b,1.8219084491004327,360.4680000,294.6208506,49.8942190,no data,no data,
Kepler-1957 b,1.6313213703099512,460.8990000,293.7114360,47.8874467,no data,no data,
Kepler-1958 b,1.3915463558879806,1320.3800000,289.1041643,41.6901138,no data,no data,
Kepler-1959 b,1.5775981068822718,479.2630000,296.0223010,44.7326691,no data,no data,
Kepler-196 b,3.5600624024961,451.3120000,284.9685077,42.0791214,33.65793487420868,0.3057751621937817,
Kepler-196 c,3.5600624024961,451.3120000,284.9685077,42.0791214,34.50212356385386,0.5317828907717942,
Kepler-196 d,3.558846453624318,451.3120000,284.9685077,42.0791214,no data,no data,
Kepler-1960 b,1.2556898446083817,1527.5600000,294.6969361,46.7202043,no data,no data,
Kepler-1961 b,1.4812071838548417,1042.4500000,286.3300783,39.6831276,no data,no data,
Kepler-1962 b,1.4035087719298245,866.8260000,289.5483989,40.1641457,no data,no data,
Kepler-1963 b,1.3971358714634998,492.8470000,296.5875182,47.2071290,no data,no data,
Kepler-1964 b,1.6656256506350198,,297.0588033,49.4784362,no data,no data,
Kepler-1965 b,1.367053998632946,521.7910000,292.5147146,38.0219872,no data,no data,
Kepler-1966 b,1.597125174685566,484.6010000,292.4637788,41.2990438,no data,no data,
Kepler-1967 b,1.6096579476861168,249.1020000,299.1376276,43.4984724,no data,no data,
Kepler-1968 b,1.597444089456869,750.9300000,291.5080318,45.3700933,no data,no data,
Kepler-1969 b,1.3231888852133642,1204.5400000,294.7842662,49.4920557,no data,no data,
